slang,formal
emak2,emak-emak
ga,tidak
bngt,sekali
sm,sama
tante2,tante-tante
yg,yang
yg,yang
knp,kenapa
ga,tidak
knp,kenapa
kepoh,kepo
yg,yang
jalanin,menjalani
aja,saja
ngk,tidak
repong,repot
gk,tidak
thu,itu
ngrusin,mengurusi
ma,sama
dech,deh
ma,sama
y,ya
pdhl,padahal
liat,lihat
sm,sama
dua2nya,dua-duanya
tp,tetapi
ama,sama
iyaa,iya
ama,sama
yg,yang
iy,iya
sm,sama
drpd,daripada
sm,sama
knp,kenapa
hrs,harus
sm,sama
pdhl,padahal
sdh,sudah
aja,saja
dnk,dong
lg,lagi
aja,saja
msh,masih
sma,sama
sma,sama
yg,yang
mf,maaf
senyumna,senyumnya
siapaa,siapa
ama,sama
nggak,tidak
udah,sudah
ama,sama
ka,kak
sm,sama
yg,yang
yg,yang
gausah,tidak usah
ngejelek2in,menjelek-jelekkan
ka,kak
ni,ini
hotx,hotnya
aja,saja
gak,tidak
ngatur,mengatur
ngatur,mengatur
amiiiin,amin
aja,saja
yg,yang
cwnya,ceweknya
sm,sama
nyaaa,nya
inget,ingat
mbaaahhh,mbah
tetep,tetap
tdk,tidak
gitu,begitu
ak,aku
aj,saja
tdk,tidak
pasangn,pasangan
yg,yang
sttus,status
ko,kok
aama,sama
k,kak
ma,sama
ka,kak
lgi,lagi
hadeuuhhhh,aduh
nenek2,nenek-nenek
msh,masih
inget,ingat
jgn,jangan
trus,terus
lebar2,lebar-lebar
ga,tidak
ka,kak
sm,sama
sm,sama
sm,sama
dpt,dapat
yg,yang
mgkn,mungkin
sstu,sesuatu
yg,yang
sm,sama
yg,yang
trbaik,terbaik
sll,selalu
bhgia,bahagia
serasiii,serasi
ma,sama
gimana,bagaimana
gitu,begitu
emang,memang
tp,tetapi
cocokx,cocoknya
jd,jadi
emakx,emaknya
bangett,sekali
iniiiiiiiiiiiiiii,ini
sebenernya,sebenarnya
ajah,saja
cocookk,cocok
dr,dari
pd,pada
pengen,ingin
aj,saja
sma,sama
kll,kalau
gini,begini
cucok,cocok
bgt,sekali
lahh,lah
sampe,sampai
lahhh,lah
arghhh,ah
gak,tidak
gak,tidak
sm,sama
sm,sama
aja,saja
gak,tidak
ihh,ih
kaka,kakak
yaa,ya
ungkapin,ungkapkan
udah,sudah
yaa,ya
merrid,merit
yoo,ya
emang,memang
neh,nih
cocokkkkk,cocok
bgt,sekali
ma,sama
bgt,sekali
ma,sama
cocokkkk,cocok
kk,kakak
lbih,lebih
ma,sama
dri,dari
it,itu
bgt,sekali
sm,sama
aja,saja
yaolohh,ya allah
aee,saja
lahhh,lah
naggung,menanggung
battt,sekali
aja,saja
ka,kak
lohh,loh
bangat,sekali
am,sama
klo,kalau
am,sama
tah,teh
kyk,seperti
ade,adek
luthuna,lucunya
gt,begitu
ga,tidak
ttg,tentang
kek,seperti
ngakak,mengakak
liat,lihat
nyaa,nya
gakuat,tidak kuat
gini,begini
dmn,dimana
nahan,menahan
sie,sih
astagaaa,astaga
nahan,menahan
dgr,dengar
ngakak,mengakak
klo,kalau
nahan,menahan
ntar,sebentar
jg,juga
bsa,bisa
trnyata,ternyata
yg,yang
suaraynyaa,suaranya
gak,tidak
duanyaa,duanya
km,kamu
anjayyyy,anjay
ngakak,mengakak
gitu,begitu
bgt,sekali
bgt,sekali
ntar,sebentar
denger,dengar
gw,gue
gabisa,tidak bisa
sampe,sampai
denger,dengar
pengen,ingin
udh,sudah
gw,gue
abis,habis
lagiii,lagi
coeggg,coeg
yg,yang
kyk,seperti
ancur,hancur
koplak,kocak
uaaasssiiiik,asik
boss,bos
bsk,besok
bgtu,begitu
ihhh,ih
gemes,gemas
dehh,deh
jd,jadi
pengen,ingin
nyubit,mencubit
y,ya
ehh,eh
nyubit,mencubit
dede,adek
y,ya
gw,gue
jg,juga
gemez,gemas
ka,kak
dede,adek
dmn,dimana
mksh,terima kasih
nyaa,nya
jdi,jadi
pgen,ingin
tium,cium
gemeeezzzz,gemas
d,di
ppa,papa
jugaa,juga
haduh,aduh
nda,tidak
q,ku
sm,sama
papahhhnya,papahnya
gini,begini
ga,tidak
duuuhh,duh
ato,atau
yaaa,ya
ginting,ganteng
bingiiittzz,sekali
iiihh,ih
yah,ya
njir,anjir
dedeknya,adeknya
pengen,ingin
hadeeuh,aduh
geneeee,begini
yooow,ya
gemezz,gemas
yaaaa,ya
jd,jadi
pengen,ingin
nyaaa,nya
yg,yang
scr,secara
hub,hubungi
bnget,sekali
y,ya
bgni,begini
gayax,gayanya
gemes,gemas
yg,yang
infpyunnnn,ampun
bangeeeet,sekali
lucuuuu,lucu
paraaah,parah
papiii,papi
kamunyaa,kamunya
ngambek,mengambek
gtuu,begitu
pengen,ingin
ngets,sekali
ni,ini
lgu,lagu
ap,apa
sm,sama
sm,sama
mba,mbak
donk,dong
haduuuh,aduh
kapaan,kapan
yaah,ya
kesampean,kesampaian
nginjek,menginjak
putihnyaa,putihnya
rasain,merasai
ituuuu,itu
omaaaaaaakk,oma
pengen,ingin
loncattt,loncat
dmn,dimana
pengen,ingin
ituu,itu
yg,yang
prnh,pernah
didatengin,didatangi
abg,abang
kmariiin,kemarin
looh,loh
kaan,kan
kaak,kak
ayoklaa,ayolah
kapaan,kapan
yng,yang
kmren,kemarin
ga,tidak
ga,tidak
jelasssss,jelas
km,kamu
kaliiin,kalian
bg,bang
sama2,sama-sama
bg,bang
uda,sudah
ny,nya
sama2,sama-sama
dmana,dimana
tu,itu
bg,bang
ujunggg,ujung
dlu,dahulu
yukk,ayo
yukk,ayo
deket,dekat
deket,dekat
laaaah,lah
aja,saja
kaakaaaa,kakak
td,tadi
nnton,menonton
srruu,seru
ka,kak
kannn,kan
ga,tidak
jmpaaaa,jumpa
yukkk,ayo
haii,hai
kek,seperti
tp,tetapi
kitaa,kita
naek,naik
kek,seperti
tu,itu
yah,ya
pgen,ingin
ndak,tidak
sukaaaa,suka
syukaaakkk,suka
dengeeriin,dengarkan
sukaa,suka
njir,anjir
yakaliiiii,yakali
bgt,sekali
kek,seperti
kmu,kamu
emang,memang
klo,kalau
ntar,sebentar
dateng,datang
kerennnn,keren
aduhhh,aduh
tohh,toh
ngerti,mengerti
atuhh,atuh
pengen,ingin
bener,benar
gak,tidak
ngertii,mengerti
d,di
nyanyiin,nyanyikan
gara2,gara-gara
dgr,dengar
nyanyiin,menyanyi
jd,jadi
bgt,sekali
jg,juga
ama,sama
inii,ini
apalgi,apalagi
klo,kalau
yg,yang
nyanyiin,menyanyi
bgt,sekali
akuh,aku
yg,yang
gak,tidak
senengg,senang
bgtt,sekali
sm,sama
jd,jadi
ga,tidak
cocokk,cocok
ny,nya
mesrany,mesranya
knp,kenapa
ny,nya
baget,sekali
ma,sama
ndak,tidak
ngak,tidak
cocokkk,cocok
aja,saja
jendes,janda
ngggk,tidak
coccokk,cocok
mantapp,mantap
yaaa,ya
liat,lihat
aja,saja
ga,tidak
ga,tidak
sm,sama
udah,sudah
ngatain,mengatai
ga,tidak
tp,tetapi
kasian,kasihan
mba,mbak
iiihhhhh,ih
msa,masa
ska,suka
sma,sama
jendesss,janda
yg,yang
smpe,sampai
klepek2,klepek-klepek
gak,tidak
bngtttt,sekali
kek,seperti
ponakn,ponakan
sma,sama
tantee,tante
ad,ada
yg,yang
gadiss,gadis
tpy,tetapi
jnda,janda
bngy,sekali
sihh,sih
bujngn,bujangan
ngp,mengapa
mw,mau
sm,sama
yaa,ya
dlam,dalam
smua,semua
diluarann,diluaran
yg,yang
trbaik,terbaik
hri,hari
qt,kita
padetan,padatan
"gara"",gara-gara"
pake,pakai
rekomendasiin,rekomendasikan
makasih,terima kasih
aja,saja
udah,sudah
yg,yang
msh,masih
sm,sama
jgn,jangan
bawa2,bawa-bawa
knp,kenapa
yg,yang
dapetin,mendapatkan
udh,sudah
bnyak,banyak
ko,kok
nyobain,mencoba
ngerti,mengerti
pcaran,pacaran
gajelas,tidak jelas
kya,kaya
sma,sama
kalii,kali
aja,saja
gak,tidak
gak,tidak
ngomong,mengomong
bgt,sekali
gak,tidak
bgt,sekali
yg,yang
emang,memang
ny,nya
klian,kalian
mreka,mereka
klian,kalian
jd,jadi
trus,terus
trus,terus
klian,kalian
klian,kalian
pcaran,pacaran
dgn,dengan
or,orang
yg,yang
tdak,tidak
prcuma,percuma
klian,kalian
koment,komentar
dpt,dapat
gak,tidak
emng,memang
ny,nya
klian,kalian
coment,komentar
dpt,dapat
dr,dari
sma,sama
"nenek"",nenek-nenek"
bgt,sekali
ihh,ih
ga,tidak
mbk,mbak
mbaaa,mbak
aja,saja
langgengggg,langgeng
tp,tetapi
tp,tetapi
gak,tidak
g,tidak
sekaliiiii,sekali
baper,bawa perasaan
gak,tidak
emang,memang
tp,tetapi
serem,seram
jg,juga
tp,tetapi
yg,yang
ngomong,mengomong
aja,saja
gak,tidak
mikirin,memikirkan
"kata"",kata-kata"
anehhh,aneh
udah,sudah
digituin,dibegitukan
yaa,ya
ngomong,mengomong
bkn,bukan
d,di
mreka,mereka
hayal,khayal
yg,yang
ga,tidak
emg,memang
ga,tidak
boong,bohong
beneran,benaran
inget,ingat
bedua,berdua
inget,ingat
ama,sama
cocokk,cocok
liat,lihat
lgi,lagi
gitu,begitu
yaah,ya
ga,tidak
aja,saja
bapeerr,bawa perasaan
nyaa,nya
liat,lihat
lagu2,lagu-lagu
mbk,mbak
keinget,teringat
wihhh,wih
kerenn,keren
merekak,mereka
aja,saja
udah,sudah
mrk,mereka
kek,seperti
yg,yang
lucuuu,lucu
kreeenn,keren
abisss,habis
bnget,sekali
kaka,kakak
lucuuu,lucu
kerennnnn,keren
kocaaaakkk,kocak
abiiiss,habis
nyadar,menyadar
pass,pas
lahh,lah
personill,personil
lengkapp,lengkap
ampuuun,ampun
ngakak,mengakak
bangett,sekali
kk,kakak
iiihhhh,ih
kyk,seperti
gini,begini
gokil,gila
flim.a,filmnya
trusan.a,terusannya
kcantikan,kecantikan
dh,dah
pkai,pakai
tdung,tudung
wktu,waktu
blm,belum
pake,pakai
smg,semoga
bgt,sekali
nonton,menonton
bgt,sekali
yg,yang
slalu,selalu
gangguin,mengganggu
tp,tetapi
slalu,selalu
pgn,ingin
nonton,menonton
gk,tidak
y,ya
yg,yang
d,di
dri,dari
lgi,lagi
da,ada
gak,tidak
pake,pakai
bgt,sekali
yg,yang
gak,tidak
pake,pakai
mbk,mbak
lgkah2,langkah-langkah
skrg,sekarang
tu,itu
gmana,bagaimana
mbk,mbak
taw,tahu
kta,kita
cntiiikkk,cantik
udah,sudah
gak,tidak
pengen,ingin
nonton,menonton
liat,lihat
yg,yang
tegaar,tegar
nihhh,nih
smpe,sampai
sktlrang,sekarang
msih,masih
bget,sekali
kangeeeennnnn,kangen
slalu,selalu
nangiss,menangis
klo,kalau
nonton,menonton
kaa,kak
sjk,sejak
sya,saya
tambh,tambah
yg,yang
nangiis,menangis
teruss,terus
maen,main
bgt,sekali
cantikkkkkkkk,cantik
nyaaaaaaaaa,nya
kaa,kak
sbgai,sebagai
bundaa,bunda
gueee,gue
duuhhhhh,duh
kangeenn,kangen
sm,sama
kyk,seperti
gaada,tidak ada
kerjaan,pekerjaan
yg,yang
ngucapin,mengucapkan
yg,yang
bgt,sekali
bkn,bukan
klo,kalau
gk,tidak
kmu,kamu
klo,kalau
kmu,kamu
yaaa,ya
malsudnya,maksudnya
kyak,seperti
lluuccuu,lucu
siappa,siapa
martabakk,martabak
tuhh,tuh
tuhh,tuh
akuu,aku
jgn,jangan
bgt,sekali
skali2,sekali-kali
yg,yang
kueren2,keren-keren
gini,begini
jgn,jangan
abgnya,abangnya
bgt,sekali
muke,muka
gk,tidak
nii,ini
bangettt,sekali
kek,seperti
gini,begini
gile,gila
inget,ingat
ngomong,mengomong
yg,yang
jd,jadi
dapet,dapat
warkop,warung kopi
nggak,tidak
hayuu,hayo
kenapaa,kenapa
ilang2an,hilang-hilangan
gitu,begitu
liat,lihat
aja,saja
ayooook,ayo
astagaaaaaaaa,astaga
bener2,benar-benar
nonton,menonton
inihhh,ini
bgt,sekali
ama,sama
klw,kalau
oom,om
g,tidak
ak,aku
kek,seperti
mansetan,bermanset
cmn,cuman
keliatan,kelihatan
bgt,sekali
yg,yang
meranin,memerankan
cadasss,cadas
kereeeeennn,keren
"temen"",teman-teman"
tp,tetapi
telefisi,televisi
yg,yang
jd,jadi
tu,itu
jd,jadi
kgak,kagak
nikmatin,menikmati
nonton,menonton
mantappp,mantap
mbahh,mbah
lbh,lebih
dr,dari
udah,sudah
unyuu,unyu
giitu,begitu
lucuuuuu,lucu
ngilang,menghilang
mtanya,matanya
ga,tidak
kliatan,kelihatan
cpit,sipit
bgt,sekali
dee,dek
gak,tidak
brp,berapa
iyaa,iya
bgt,sekali
sumvahh,sumpah
bnyak,banyak
bnyak,banyak
cewe,cewek
ngantri,mengantri
engga,tidak
tamvann,tampan
gils,gila
udah,sudah
bgt,sekali
yah,ya
km,kamu
yap,ya
bgt,sekali
ko,kok
gantengg,ganteng
si,sih
ngakak,mengakak
guaaaaaaa,gua
kerennn,keren
ngakak,mengakak
tuuu,itu
capa,sapa
ngakakkk,mengakak
bgt,sekali
liaat,lihat
gantweng,ganteng
ngakak,mengakak
anjjjjjjjj,anjing
bgttt,sekali
bgt,sekali
tp,tetapi
lohhhh,loh
gakwad,tidak kuat
yg,yang
ngakak,mengakak
gw,gue
pengen,ingin
yg,yang
bngt,sekali
bs,bisa
seru2,seru-seru
ga,tidak
ngakak,mengakak
iniii,ini
favoriteeee,favorit
bat,sekali
udah,sudah
liat,lihat
lg,lagi
adaa,ada
bat,sekali
yak,ya
makasih,terima kasih
q,ku
smp,sampai
nangis,menangis
dinyanyiin,dinyanyikan
donk,dong
yg,yang
seruu,seru
nyengir,menyengir
temennya,temannya
bnr,benar
kgn,kangen
smg,semoga
klk,kelak
klian,kalian
brjdh,berjodoh
akhrt,akhirat
kangennnnn,kangen
bgtt,sekali
sma,sama
yg,yang
kyk,seperti
gini,begini
kngen,kangen
aja,saja
kangennnn,kangen
kaka,kakak
kngenn,kangen
kangeenn,kangen
kanggen,kangen
sampe,sampai
kangennn,kangen
kangennnnnnn,kangen
udah,sudah
ysh,ya
sm,sama
sypa,siapa
yg,yang
belain,membela
kmu,kamu
kmu,kamu
"bner"",benar-benar"
aj,saja
kangeen,kangen
yg,yang
kmi,kami
klo,kalau
mreka,mereka
aminn,amin
orang2,orang-orang
aminn,amin
nangisss,menangis
abg,abang
smoga,semoga
brjodoh,berjodoh
y,ya
kangenn,kangen
kaliann,kalian
yg,yang
barengg,bareng
yg,yang
yg,yang
krna,karena
smpai,sampai
kpnpun,kapanpun
jugaa,juga
mendj,menjadi
aminnn,amin
allahhhh,allah
yah,ya
jd,jadi
pengen,ingin
pake,pakai
merindinggg,merinding
liat,lihat
yg,yang
bhgia,bahagia
amiennnn,amien
pinter,pintar
bgt,sekali
iihh,ih
gitu,begitu
pinter,pintar
kpan,kapan
lhir,lahir
udeh,sudah
smoga,semoga
menjdi,menjadi
ank,anak
yg,yang
y,ya
kk,kakak
bngett,sekali
debay,adek bayi
bangeer,sekali
lafazd,lafaz
skrng,sekarang
jg,juga
pmbyran,pembayaran
plsa,pulsa
ga,tidak
udh,sudah
"dimana"",dimana-mana"
adaa,ada
yaa,ya
trs,terus
sokk,sok
yg,yang
km,kamu
tp,tetapi
ngambekan,ambekan
sma,sama
ngeliat,melihat
hub,hubungan
sma2,sama-sama
ngom,mengomong
q,ku
siapaa,siapa
toloollll,tolol
yg,yang
siapaa,siapa
tauu,tahu
bodhooo,bodoh
peliharaaaa,pelihara
kmu,kamu
yaa,ya
sampe,sampai
kek,seperti
makanyaa,makanya
klo,kalau
ngom,mengomong
"ati"",hati-hati"
kemakan,termakan
bodhoo,bodoh
siihhh,sih
pura2,pura-pura
ga,tidak
mksd,maksud
sm,sama
aq,aku
andaaa,anda
padahall,padahal
buktinyaaa,buktinya
smuaaa,semua
aq,aku
yg,yang
pinter,pintar
doank,doang
lg,lagi
ngambeknya,mengambeknya
gara2,gara-gara
loksyut,lokasi syuting
tar,sebentar
lama2,lama-lama
kebongkar,terbongkar
ohh,oh
gtu,begitu
yaa,ya
kmu,kamu
ohh,oh
kerjaan,pekerjaan
kmu,kamu
yaa,ya
"artis"",artis-artis"
tapii,tetapi
kasiian,kasihan
gk,tidak
adaa,ada
yg,yang
kmu,kamu
km,kamu
ga,tidak
ngikutin,mengikuti
aq,aku
trs,terus
gk,tidak
diladenin,diladeni
comen,komen
ngtif,negatif
jgn,jangan
comntr,komentar
dg,dengan
kaliannn,kalian
sgt,sangat
brdiri,berdiri
syg,sayang
gt,begitu
bgtttt,sekali
knp,kenapa
ga,tidak
blg,bilang
sma,sama
karna,karena
lbh,lebih
yg,yang
nyari,mencari
sgt,sangat
bgt,sekali
karna,karena
mreka,mereka
tpi,tetapi
gk,tidak
uda,sudah
aja,saja
skrg,sekarang
lg,lagi
deket,dekat
sma,sama
pda,pada
mulutny,mulutnya
yg,yang
lucu2,lucu-lucu
msalah,masalah
dlu,dahulu
y,ya
trserh,terserah
yg,yang
pnting,penting
skrg,sekarang
smua,semua
udh,sudah
sprti,seperti
gmn,bagaimana
waduuuuh,waduh
yg,yang
smpai,sampai
yg,yang
ngedukung,mendukung
yach,ya
yg,yang
aja,saja
foto2,foto-foto
ilang,hilang
msh,masih
blm,belum
klo,kalau
uda,sudah
udh,sudah
msh,masih
ni,ini
aja,saja
ga,tidak
dihpus,dihapus
ni,ini
yg,yang
jd,jadi
bwt,buat
mrekaa,mereka
tauu,tahu
gaje,tidak jelas
ngurusin,mengurusi
cakeeeeppp,cakep
benerr,benar
"brg"",bareng-bareng"
baanget,sekali
anjaaaayyyyyy,anjay
ni,ini
ingt,ingat
lgu,lagu
ngetsz,sekali
yg,yang
kemaren,kemarin
utkmu,untukmu
yg,yang
dlm,dalam
yah,ya
tetep,tetap
anj,anjing
merekaa,mereka
belain,membela
kann,kan
dieee,dia
yaahh,ya
gini,begini
klo,kalau
bgt,sekali
alloh,allah
yg,yang
hijap,hijab
smua,semua
dri,dari
pd,pada
ngurusin,mengurusi
org,orang
hijap,hijab
ternodain,ternodai
suka2,suka-suka
x,kali
wadaaw,waduh
komen2,komen-komen
ngeri2,ngeri-ngeri
yg,yang
km,kamu
mn,mana
yg,yang
bnr,benar
mn,mana
yg,yang
slh,salah
tp,tetapi
kt2,kata-kata
yg,yang
pd,pada
agk,agak
tdk,tidak
bgs,bagus
tdk,tidak
tp,tetapi
skli,sekali
lg,lagi
tlg,tolong
slhkan,salahkan
jilbabny,jilbabnya
tp,tetapi
slhkan,salahkan
perilakuny,perilakunya
bkn,bukan
dr,dari
ketaatanny,ketaatannya
kepda,kepada
sblmny,sebelumnya
bljr,belajar
jd,jadi
pedulilaaaah,pedulilah
ingetin,mengingatkan
ga,tidak
terjrumus,terjerumus
dlm,dalam
karna,karena
yg,yang
kek,seperti
gini,begini
stuju,setuju
bnyak,banyak
yg,yang
temen,teman
yg,yang
gitu,begitu
sebenernya,sebenarnya
aja,saja
yg,yang
sbb,sebab
tp,tetapi
aq,aku
lg,lagi
dlu,dahulu
tp,tetapi
igtlah,ingatlah
dtgkan,datangkan
tp,tetapi
aq,aku
smoga,semoga
sperti,seperti
dlu,dahulu
aq,aku
yg,yang
dlu,dahulu
aq,aku
kpd,kepada
smg,semoga
org,orang
ga,tidak
ngerti,mengerti
kasi,kasih
aja,saja
trus,terus
dy,dia
berhijap,berhijab
ngk,tidak
dy,dia
emang,memang
udh,sudah
bener,benar
knp,kenapa
dy,dia
yg,yang
bnyk,banyak
gk,tidak
org,orang
jgn,jangan
dri,dari
benahin,membenahi
ngomong,mengomong
ga,tidak
temen,teman
yg,yang
ga,tidak
krn,karena
ga,tidak
bener,benar
kasi,kasih
kmu,kamu
yg,yang
lg,lagi
ngerti,mengerti
krn,karena
ohhhh,oh
yg,yang
tp,tetapi
gk,tidak
bener,benar
org,orang
yapp,ya
yg,yang
udah,sudah
ga,tidak
emang,memang
tp,tetapi
kn,kan
aja,saja
jauhh,jauh
bingitt,sekali
klw,kalau
trims,terima kasih
yg,yang
buka2an,buka-bukaan
stiap,setiap
pst,pasti
liat,lihat
tp,tetapi
ga,tidak
org,orang
pst,pasti
dy,dia
ato,atau
tdk,tidak
ngembali,kembali
pake,pakai
donk,dong
stiap,setiap
pst,pasti
liat,lihat
sp,sapa
yg,yang
bilng,bilang
lg,lagi
kerennn,keren
nyangka,menyangka
trs,terus
yaa,ya
semngat,semangat
amiin,amin
mw,mau
pengen,ingin
kk,kakak
lekong,laki
bgt,sekali
kmu,kamu
g,tidak
kacauuuu,kacau
ngimpi,mimpi
yaa,ya
owh,oh
ad,ada
d,di
gk,tidak
d,di
ni,ini
org,orang
gak,tidak
y,ya
yah,ya
udah,sudah
ngerampas,merampas
syg,sayang
lg,lagi
sm,sama
elu,lu
udah,sudah
ngehancurin,menghancurkan
y,ya
skrg,sekarang
ngungkit2,mengungkit-ungkit
g,tidak
mlu,malu
org,orang
gw,gue
g,tidak
slah,salah
mba,mbak
yg,yang
gak,tidak
nyadar,menyadar
kaleee,kali
dmn,dimana
sbg,sebagai
d,di
sm,sama
tp,tetapi
y,ya
qm,kamu
sm,sama
sndiri,sendiri
gak,tidak
laki2,laki-laki
laen,lain
aja,saja
mksd,maksud
bingit,sekali
caranga,caranya
yg,yang
ga,tidak
usa,usah
dipikirin,dipikirkan
yg,yang
mreka,mereka
yg,yang
uda,sudah
yg,yang
tp,tetapi
cantikk,cantik
lg,lagi
nunduk,menunduk
ny,nya
y,ya
trus,terus
g,tidak
kyk,seperti
tembemmm,tembem
lucuuuuuuuuuu,lucu
bundaaa,bunda
pngn,ingin
nyubitt,mencubit
hay,hai
yg,yang
jls2,jelas-jelas
supeer,super
sampe,sampai
sekrang,sekarang
"bener"",benar-benar"
bgt,sekali
mksh,terima kasih
udah,sudah
ksh,kasih
jd,jadi
gak,tidak
mksh,terima kasih
yg,yang
inginkn,inginkan
brsma,bersama
laki2,laki-laki
yg,yang
ninggalin,meninggalkan
nyesel,menyesal
ampe,sampai
pst,pasti
inni,ini
appa,apa
blm,belum
hayooo,hayo
ttp,tetap
adyem,adem
kluar,keluar
yg,yang
mitnah,memfitnah
gk,tidak
lgsg,langsung
cantiknyaaaaa,cantiknya
ajah,saja
nie,nih
tmbm,tembam
tpi,tetapi
ttp,tetap
cntik,cantik
cantix,cantik
z,saja
seger,segar
bnyk,banyak
c,sih
yg,yang
kriput,keriput
g,tidak
jelex,jelek
g,tidak
ngurus,mengurus
drmn,darimana
"laku"",laku-laku"
yg,yang
"orang""nya,orang-orangnya"
jg,juga
pd,pada
kacian,kasihan
ngak,tidak
diladenin,diladeni
tar,sebentar
yg,yang
cape,capek
jg,juga
mancing2,memancing-mancing
aja,saja
pake,pakai
diem,diam
tetep,tetap
ak,aku
d,di
gituin,begitukan
lg,lagi
pdahal,padahal
bgt,sekali
lupain,melupakan
d,di
bgt,sekali
klo,kalau
inget,ingat
lg,lagi
eeeeh,eh
"bner"",benar-benar"
ngingetin,mengingatkan
k,ke
tp,tetapi
ajja,saja
sperti,seperti
dlu,dahulu
jngan,jangan
kpancing,terpancing
lakuin,melakukan
gtu,begitu
cma,cuma
cri,cari
sbenernya,sebenarnya
bkin,bikin
yg,yang
gk,tidak
bgt,sekali
klo,kalau
mh,mah
ga,tidak
yg,yang
bnr2,benar-benar
ksih,kasih
cma,cuma
gw,gue
yg,yang
ngerasa,merasa
cantiiik,cantik
mikirinnn,memikirkan
tetep,tetap
yg,yang
syang,sayang
mf,maaf
y,ya
mb,mbak
gak,tidak
w,gue
klo,kalau
bnr,benar
dgn,dengan
"diam"",diam-diam"
bw,bawa
pst,pasti
ni,ini
klo,kalau
sampe,sampai
k,ke
akn,akan
mengalahkn,mengalahkan
yg,yang
lg,lagi
skrg,sekarang
jd,jadi
lg,lagi
yaa,ya
iyaa,iya
nyindirin,menyindir
trus,terus
ngambek,mengambek
nee,ini
ndak,tidak
smua,semua
temen2,teman-teman
klakuan,kelakuan
tp,tetapi
merka,mereka
ga,tidak
ngomong,mengomong
atw,atau
temen,teman
yg,yang
gak,tidak
dgn,dengan
tp,tetapi
klo,kalau
dgn,dengan
cm,cuma
aja,saja
msh,masih
byk,banyak
temen,teman
yg,yang
laen,lain
mksdx,maksudnya
shabat,sahabat
yg,yang
jk,jika
brbuat,berbuat
slh,salah
tp,tetapi
kl,kalau
sm2,sama-sama
mmberi,memberi
nm,nama
bkn,bukan
sbhabat,sahabat
tp,tetapi
pnjerumus,penjerumus
hrs,harus
bs,bisa
bedain,membedakan
mn,mana
yg,yang
tman,teman
shbat,sahabat
dgn,dengan
melakukn,melakukan
mksud,maksud
sya,saya
percya,percaya
yg,yang
seorg,seorang
berkluarga,berkeluarga
seneng,senang
kn,kan
klo,kalau
liat,lihat
rmh,rumah
klian,kalian
dlm,dalam
siapa2,siapa-siapa
yg,yang
fto,foto
ketipu,tertipu
"laki"",laki-laki"
gak,tidak
sempet,sempat
yg,yang
mengait2kan,mengait-ngaitkan
taik,tahi
nyir2,nyinyir
gosipin,menggosipkan
org,orang
gk,tidak
trbukti,terbukti
yg,yang
nie,ini
mudah2an,mudah-mudahan
dpt,dapat
tai,tahi
yg,yang
tdk,tidak
dgn,dengan
jgn,jangan
d,di
sllu,selalu
kya,kaya
sendri,sendiri
ttp,tetap
bener,benar
bgt,sekali
bntar,bentar
lg,lagi
jg,juga
cepet,cepat
kebongkar,terbongkar
km,kamu
kmu,kamu
bnget,sekali
duuuhhh,duh
bgt,sekali
cwe,cewek
nmbk,menembak
cwo,cowok
gw,gue
dengerin,dengarkan
gitu,begitu
gakkk,tidak
yg,yang
nyanyiin,menyanyikan
ahh,ah
yaa,ya
tuch,tuh
ampunnnnn,ampun
gokil,gila
abiiiiisssss,habis
tp,tetapi
jga,juga
syg,sayang
tikung2,tikung-tikung
ntar,sebentar
ma,sama
cwok,cowok
cantikk,cantik
bangedd,sekali
wuastagah,astaga
bedaaa,beda
jaoooh,jauh
mateeeeeeeeeeee,mati
parsis,persis
dg,dengan
jngn,jangan
sumpeh,sumpah
kk,kakak
jg,juga
yaa,ya
emang,memang
byk,banyak
yg,yang
kek,seperti
bener,benar
yak,ya
bgt,sekali
donk,dong
jd,jadi
iyh,iya
k,kak
kmana,kemana
ga,tidak
tetep,tetap
aja,saja
elo,lo
kyk,seperti
skali,sekali
ibuk2,ibu-ibu
cantiqs,cantik
bangetttttttt,sekali
gemes,gemas
kecik,kecil
smpai,sampai
nggak,tidak
tp,tetapi
tetep,tetap
yg,yang
ga,tidak
tetehh,teteh
brasa,berasa
dr,dari
udh,sudah
bgt,sekali
ga,tidak
krn,karena
udah,sudah
benar2,benar-benar
yg,yang
trlihat,terlihat
bhw,bahwa
mmberikan,memberikan
utk,untuk
dn,dan
dlm,dalam
khidupan,kehidupan
kluarga,keluarga
bnget,sekali
jdi,jadi
srpti,seperti
yg,yang
dinamakn,dinamakan
org,orang
yg,yang
pst,pasti
seneng,senang
bgt,sekali
liatnya,lihatnya
yg,yang
ja,saja
gak,tidak
ma,sama
pdahal,padahal
org,orang
mlu,melulu
sgtu,sebegitu
yg,yang
paati,pasti
th,tahu
yg,yang
jg,juga
kluarga,keluarga
jng,jangan
kutuu,kutu
setelur2nya,setelur-telurnya
yg,yang
bgt,sekali
kl,kalau
kluarga,keluarga
ni,ini
seneng,senang
bgt,sekali
dech,deh
seneng,senang
bgt,sekali
liatnya,lihatnya
ak,aku
yg,yang
khadiran,kehadiran
dlm,dalam
kel,keluarga
dg,dengan
srta,serta
d,di
tmbah,tambah
kcil,kecil
cntik,cantik
mmberi,memberi
kberkahn,keberkahan
